machine_id,reading_time,current,current_alert,location,name,state,type
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:01:50.308960,13.79,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:02:39.615150,14.67,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:03:25.025290,14.03,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:04:13.823100,13.99,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:05:00.548200,14.48,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:05:49.467080,14.03,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:06:40.407840,14.26,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:07:28.413420,14.36,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:08:20.260780,13.93,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:09:05.825750,13.75,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:09:53.319820,14.21,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:10:41.553690,13.97,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:11:30.947370,14.04,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:12:19.474050,14.11,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:13:04.323990,14.1,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:13:53.533760,14.31,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:14:41.648880,14.12,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:15:28.721880,14.18,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:16:19.377580,13.88,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:17:09.479230,14.14,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:18:02.533090,14.15,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:18:51.190800,14.22,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:19:42.991780,13.93,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:20:41.676940,14.08,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:22:22.710090,13.96,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:23:09.847850,14.31,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:23:56.876630,14.07,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:25:00.661130,14.38,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:25:47.785360,13.68,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:26:36.439670,14.18,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:27:23.272840,14.06,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:28:10.615620,14.01,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:29:00.990980,14.17,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:29:45.350220,14.02,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:30:36.709660,14.27,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:31:23.226710,14.48,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:32:13.812070,13.87,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:33:01.291570,14.03,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:33:45.146130,14.09,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:36:28.325450,14.12,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:37:14.451760,13.9,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:38:05.669320,13.86,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:38:53.699100,13.96,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:39:39.262820,13.91,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:40:24.164710,14.17,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:41:11.215090,13.85,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:41:57.135860,14.14,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:42:46.241640,13.84,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:43:34.389740,14.41,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:44:19.674950,13.85,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:45:04.360500,13.95,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:45:49.469050,13.96,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:46:36.264370,13.9,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:47:23.146870,14.09,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:48:09.325910,14.1,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:48:58.473440,13.92,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:49:47.551330,14.11,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:50:34.577640,14.31,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:51:24.077640,13.71,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:52:11.520810,13.71,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:53:01.575550,13.88,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:53:52.164010,14.03,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:54:39.465610,14.04,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:55:24.505330,14.39,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:56:11.424180,14.21,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:56:57.369210,14.18,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:57:43.444780,13.94,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:58:31.456510,13.88,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T21:59:15.439210,14.08,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:00:00.415400,14.49,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:00:48.362310,14.22,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:01:34.782210,14.15,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:02:21.014140,14.22,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:03:05.885880,13.67,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:03:50.272940,14.08,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:04:38.717360,13.85,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:05:24.413400,13.93,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:06:15.525840,14.27,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:07:48.936840,14.29,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:08:37.498310,14,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:09:23.955240,14.45,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:10:08.526510,13.97,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:10:54.745130,13.99,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:11:39.561220,13.92,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:12:27.453310,14.07,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:13:12.054570,13.86,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:13:53.977770,14.14,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:14:38.666860,13.95,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:15:23.747290,13.81,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:16:10.070850,14.41,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:16:54.709210,13.79,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:17:40.634520,13.83,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:18:25.915360,14.21,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:19:14.254980,13.94,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:20:01.375070,13.87,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:20:43.130010,13.98,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:21:23.504080,13.87,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:22:07.477330,13.92,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:22:49.365110,14.05,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:23:28.337310,13.81,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:24:07.208160,14.06,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:24:49.270320,13.75,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:25:28.820430,14.07,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:26:10.224420,14.06,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:26:54.652050,14.21,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:27:36.802260,13.78,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:28:16.140600,14.09,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:29:00.081760,13.47,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:29:40.876650,14.18,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:30:23.185320,13.8,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:31:03.913020,13.71,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:31:43.806360,14.11,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:32:27.535120,14.15,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:33:08.934880,13.97,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:33:52.499770,14.13,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:34:33.192470,14.28,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:35:13.250010,13.91,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:35:54.148870,14.53,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:36:37.524690,14.03,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
b96c8f1c-b0a3-4fd1-9750-214fd527dde0,2015-11-29T22:37:20.224650,14.05,18,"0.0,0.0",DMG NTX 2000 (MAPPS) [#14],working,lathe
7d74caf5-fd61-4969-ae7f-7be593b21ab9,2015-11-29T20:38:29.481010,12.32,14,"0.0,0.0",DMG DMU 40eVo [#49],working,mill
7d74caf5-fd61-4969-ae7f-7be593b21ab9,2015-11-29T20:39:16.526000,12.42,14,"0.0,0.0",DMG DMU 40eVo [#49],working,mill
7d74caf5-fd61-4969-ae7f-7be593b21ab9,2015-11-29T20:40:01.485090,12.29,14,"0.0,0.0",DMG DMU 40eVo [#49],working,mill
7d74caf5-fd61-4969-ae7f-7be593b21ab9,2015-11-29T20:40:47.856650,11.97,14,"0.0,0.0",DMG DMU 40eVo [#49],working,mill
7d74caf5-fd61-4969-ae7f-7be593b21ab9,2015-11-29T20:48:34.804420,12.05,14,"0.0,0.0",DMG DMU 40eVo [#49],working,mill
7d74caf5-fd61-4969-ae7f-7be593b21ab9,2015-11-29T20:49:19.222740,12.15,14,"0.0,0.0",DMG DMU 40eVo [#49],working,mill
7d74caf5-fd61-4969-ae7f-7be593b21ab9,2015-11-29T20:50:02.494260,12.31,14,"0.0,0.0",DMG DMU 40eVo [#49],working,mill
7d74caf5-fd61-4969-ae7f-7be593b21ab9,2015-11-29T20:50:52.694360,12.13,14,"0.0,0.0",DMG DMU 40eVo [#49],working,mill
7d74caf5-fd61-4969-ae7f-7be593b21ab9,2015-11-29T20:51:37.256180,12.18,14,"0.0,0.0",DMG DMU 40eVo [#49],working,mill
7d74caf5-fd61-4969-ae7f-7be593b21ab9,2015-11-29T20:52:19.876600,12.06,14,"0.0,0.0",DMG DMU 40eVo [#49],working,mill
7d74caf5-fd61-4969-ae7f-7be593b21ab9,2015-11-29T20:53:05.882380,11.89,14,"0.0,0.0",DMG DMU 40eVo [#49],working,mill
7d74caf5-fd61-4969-ae7f-7be593b21ab9,2015-11-29T20:59:08.104940,12.25,14,"0.0,0.0",DMG DMU 40eVo [#49],working,mill
7d74caf5-fd61-4969-ae7f-7be593b21ab9,2015-11-29T20:59:56.143870,12.06,14,"0.0,0.0",DMG DMU 40eVo [#49],working,mill
7d74caf5-fd61-4969-ae7f-7be593b21ab9,2015-11-29T21:00:39.760740,12.16,14,"0.0,0.0",DMG DMU 40eVo [#49],working,mill
7d74caf5-fd61-4969-ae7f-7be593b21ab9,2015-11-29T21:01:23.349050,11.83,14,"0.0,0.0",DMG DMU 40eVo [#49],working,mill
7d74caf5-fd61-4969-ae7f-7be593b21ab9,2015-11-29T21:02:11.586820,12.33,14,"0.0,0.0",DMG DMU 40eVo [#49],working,mill
7d74caf5-fd61-4969-ae7f-7be593b21ab9,2015-11-29T21:02:57.672890,12.4,14,"0.0,0.0",DMG DMU 40eVo [#49],working,mill
7d74caf5-fd61-4969-ae7f-7be593b21ab9,2015-11-29T21:03:44.933970,12.04,14,"0.0,0.0",DMG DMU 40eVo [#49],working,mill
7d74caf5-fd61-4969-ae7f-7be593b21ab9,2015-11-29T21:04:33.313040,12.28,14,"0.0,0.0",DMG DMU 40eVo [#49],working,mill
7d74caf5-fd61-4969-ae7f-7be593b21ab9,2015-11-29T21:05:20.491070,12.21,14,"0.0,0.0",DMG DMU 40eVo [#49],working,mill
7d74caf5-fd61-4969-ae7f-7be593b21ab9,2015-11-29T21:06:10.445340,12.8,14,"0.0,0.0",DMG DMU 40eVo [#49],working,mill
7d74caf5-fd61-4969-ae7f-7be593b21ab9,2015-11-29T21:07:02.414220,12.03,14,"0.0,0.0",DMG DMU 40eVo [#49],working,mill
7d74caf5-fd61-4969-ae7f-7be593b21ab9,2015-11-29T21:07:50.103910,12,14,"0.0,0.0",DMG DMU 40eVo [#49],working,mill
7d74caf5-fd61-4969-ae7f-7be593b21ab9,2015-11-29T21:08:39.015470,12,14,"0.0,0.0",DMG DMU 40eVo [#49],working,mill
7d74caf5-fd61-4969-ae7f-7be593b21ab9,2015-11-29T21:09:27.720670,12.34,14,"0.0,0.0",DMG DMU 40eVo [#49],working,mill
